name,name_input,cas_number,delta_d,delta_p,delta_h,radius,type,subclass,data_type,data_reliability,confidence,source_count,source,source_url,name_iupac,name_common,name_common_all,name_acronyms,product_url,tds_url,sds_url,processing_notes,hidden
R ISOPHTHALIC,R ISOPHTHALIC,,19.8,17.4,4.2,18.0,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R ISOPHTHALIC/property/IUPACName/JSON,PENDING|haiku: composition of ISOPHTHALIC (RAPRA chemical resistance data),PENDING|haiku: composition of ISOPHTHALIC (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
R TEREPHTALIC,R TEREPHTALIC,,19.8,17.4,4.2,18.0,resistance data,resistance data entry,resistance_data,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/R TEREPHTALIC/property/IUPACName/JSON,PENDING|haiku: composition of TEREPHTALIC (RAPRA chemical resistance data),PENDING|haiku: composition of TEREPHTALIC (RAPRA chemical resistance data),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] resistance_data entry — CAS not assigned,true
EPIKOTE 828 (60%),EPIKOTE 828 (60%),,16.6,14.0,2.8,14.9,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 828 (60%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 828 (30%),EPIKOTE 828 (30%),,16.3,16.4,1.9,16.7,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 828 (30%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1001 (60%),EPIKOTE 1001 (60%),,15.8,16.3,3.3,16.4,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1001 (60%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1001 (40%),EPIKOTE 1001 (40%),,16.3,13.1,6.3,10.9,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1001 (40%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1001 (20%),EPIKOTE 1001 (20%),,19.8,13.6,8.9,12.0,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1001 (20%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1001 (10%),EPIKOTE 1001 (10%),,18.1,11.4,9.0,9.1,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1001 (10%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1004 (60%),EPIKOTE 1004 (60%),,17.7,10.1,7.6,9.8,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1004 (60%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1004 (30%),EPIKOTE 1004 (30%),,18.5,9.3,8.0,9.6,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1004 (30%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1007 (30%),EPIKOTE 1007 (30%),,18.6,10.6,8.1,8.8,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1007 (30%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1009 (60%),EPIKOTE 1009 (60%),,17.0,9.6,8.5,7.6,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1009 (60%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1009 (30%),EPIKOTE 1009 (30%),,19.8,10.6,10.3,9.7,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1009 (30%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
EPIKOTE 1009 (10%),EPIKOTE 1009 (10%),,19.0,9.1,10.7,8.0,epoxy resin,bisphenol A diglycidyl ether epoxy,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/EPIKOTE 1009 (10%)/property/IUPACName/JSON,Hexion/Momentive bisphenol A epoxy resin,Hexion/Momentive bisphenol A epoxy resin,,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PIBMA (10%),PIBMA (10%),,17.0,4.6,7.6,9.5,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PIBMA (10%)/property/IUPACName/JSON,PIBMA (10%) (concentration-series condition entry),PIBMA (10%) (concentration-series condition entry),PIBMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PIBMA (30%),PIBMA (30%),,17.1,5.9,0.7,7.3,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PIBMA (30%)/property/IUPACName/JSON,PIBMA (30%) (concentration-series condition entry),PIBMA (30%) (concentration-series condition entry),PIBMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PMMA (10%),PMMA (10%),,17.8,10.4,2.9,9.6,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PMMA (10%)/property/IUPACName/JSON,PMMA (10%) (concentration-series condition entry),PMMA (10%) (concentration-series condition entry),PMMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PMMA (30%),PMMA (30%),,17.2,7.2,3.5,4.8,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PMMA (30%)/property/IUPACName/JSON,PMMA (30%) (concentration-series condition entry),PMMA (30%) (concentration-series condition entry),PMMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PBMA (10%),PBMA (10%),,20.6,3.5,7.2,12.8,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PBMA (10%)/property/IUPACName/JSON,PBMA (10%) (concentration-series condition entry),PBMA (10%) (concentration-series condition entry),PBMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PBMA (30%),PBMA (30%),,18.1,5.7,0.0,8.5,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PBMA (30%)/property/IUPACName/JSON,PBMA (30%) (concentration-series condition entry),PBMA (30%) (concentration-series condition entry),PBMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PMMA (10%),PMMA (10%),,17.6,10.1,5.8,9.4,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PMMA (10%)/property/IUPACName/JSON,PMMA (10%) (concentration-series condition entry),PMMA (10%) (concentration-series condition entry),PMMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PMMA (30%),PMMA (30%),,17.5,5.5,3.8,4.5,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PMMA (30%)/property/IUPACName/JSON,PMMA (30%) (concentration-series condition entry),PMMA (30%) (concentration-series condition entry),PMMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PEMA (10%),PEMA (10%),,16.5,8.7,5.0,10.4,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PEMA (10%)/property/IUPACName/JSON,PEMA (10%) (concentration-series condition entry),PEMA (10%) (concentration-series condition entry),PEMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PEMA (30%),PEMA (30%),,16.9,7.8,0.5,7.3,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PEMA (30%)/property/IUPACName/JSON,PEMA (30%) (concentration-series condition entry),PEMA (30%) (concentration-series condition entry),PEMA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
CRODA AC500 THERMOSET (10%),CRODA AC500 THERMOSET (10%),,17.8,6.4,4.7,10.7,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CRODA AC500 THERMOSET (10%)/property/IUPACName/JSON,CRODA AC500 THERMOSET (10%) (concentration-series condition entry),CRODA AC500 THERMOSET (10%) (concentration-series condition entry),CRODA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
CRODA AC500 THERMOSET (30%),CRODA AC500 THERMOSET (30%),,21.2,1.4,10.7,12.3,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CRODA AC500 THERMOSET (30%)/property/IUPACName/JSON,CRODA AC500 THERMOSET (30%) (concentration-series condition entry),CRODA AC500 THERMOSET (30%) (concentration-series condition entry),CRODA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
CRODA AC550 THERMOSET (10%),CRODA AC550 THERMOSET (10%),,16.3,10.6,7.4,12.9,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CRODA AC550 THERMOSET (10%)/property/IUPACName/JSON,CRODA AC550 THERMOSET (10%) (concentration-series condition entry),CRODA AC550 THERMOSET (10%) (concentration-series condition entry),CRODA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
CRODA AC550 THERMOSET (30%),CRODA AC550 THERMOSET (30%),,16.3,10.6,7.4,12.9,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/CRODA AC550 THERMOSET (30%)/property/IUPACName/JSON,CRODA AC550 THERMOSET (30%) (concentration-series condition entry),CRODA AC550 THERMOSET (30%) (concentration-series condition entry),CRODA,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
LUMFLON LF200 (10%),LUMFLON LF200 (10%),,18.5,5.4,6.9,9.9,fluoropolymer coating resin,fluoroethylene-vinyl ether copolymer (FEVE),concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LUMFLON LF200 (10%)/property/IUPACName/JSON,AGC Chemicals FEVE fluoropolymer coating resin (alt. spelling),AGC Chemicals FEVE fluoropolymer coating resin (alt. spelling),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
LUMFLON LF200 (30%),LUMFLON LF200 (30%),,20.1,4.4,3.2,8.5,fluoropolymer coating resin,fluoroethylene-vinyl ether copolymer (FEVE),concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LUMFLON LF200 (30%)/property/IUPACName/JSON,AGC Chemicals FEVE fluoropolymer coating resin (alt. spelling),AGC Chemicals FEVE fluoropolymer coating resin (alt. spelling),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
LUMFLON LF916 (10%),LUMFLON LF916 (10%),,17.5,6.8,10.5,12.5,fluoropolymer coating resin,fluoroethylene-vinyl ether copolymer (FEVE),concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LUMFLON LF916 (10%)/property/IUPACName/JSON,AGC Chemicals FEVE fluoropolymer coating resin (alt. spelling),AGC Chemicals FEVE fluoropolymer coating resin (alt. spelling),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
LUMFLON LF916 (30%),LUMFLON LF916 (30%),,18.1,3.9,8.3,8.8,fluoropolymer coating resin,fluoroethylene-vinyl ether copolymer (FEVE),concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/LUMFLON LF916 (30%)/property/IUPACName/JSON,AGC Chemicals FEVE fluoropolymer coating resin (alt. spelling),AGC Chemicals FEVE fluoropolymer coating resin (alt. spelling),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PLASTOKYD S27 (30%),PLASTOKYD S27 (30%),,20.1,5.7,5.3,20.0,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PLASTOKYD S27 (30%)/property/IUPACName/JSON,PLASTOKYD S27 (30%) (concentration-series condition entry),PLASTOKYD S27 (30%) (concentration-series condition entry),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PLASTOKYD SC140 (30%),PLASTOKYD SC140 (30%),,25.2,9.2,3.7,20.0,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PLASTOKYD SC140 (30%)/property/IUPACName/JSON,PLASTOKYD SC140 (30%) (concentration-series condition entry),PLASTOKYD SC140 (30%) (concentration-series condition entry),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
PLASTOKYD SC400 (30%),PLASTOKYD SC400 (30%),,23.7,0.5,10.3,20.0,condition entry,concentration_series,concentration_series,experimental_condition,0.9,1,hsp_polymers_9,https://github.com/jtreeder/Materialism/blob/claude/hansen-solubility-planning-D5iok/data/raw/a2only.pdf,PENDING|pubchem:name/PLASTOKYD SC400 (30%)/property/IUPACName/JSON,PLASTOKYD SC400 (30%) (concentration-series condition entry),PLASTOKYD SC400 (30%) (concentration-series condition entry),,,,,hsp_polymers_9; source=a2only.pdf; pipeline_v9_fitz; [CAS] concentration_series entry — CAS not assigned,true
