name,name_input,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molar_volume,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_common_all,name_acronyms,ghs_hazard,confidence,source_count,source,source_url,processing_notes
p-Bromonitrobenzene,p-Bromonitrobenzene,586-78-7,,,20.9,9.9,5.9,103.7,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,p-bromonitrobenzene,p-Bromonitrobenzene,p-Bromonitrobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Bromonitrobenzene
p-Bromotoluene,p-Bromotoluene,106-38-7,,,19.3,6.8,4.1,122.9,,,,halogenated,,,p-bromotoluene,p-Bromotoluene,p-Bromotoluene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Bromotoluene
p-Chloro Acetophenone,p-Chloro Acetophenone,99-91-2,,,19.6,7.6,4.0,129.7,,,,ketone,Organooxygen compounds,Carbonyl compounds,p-chloro acetophenone,p-Chloro Acetophenone,p-Chloro Acetophenone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Chloro Acetophenone
p-Chlorobenzoyl Chloride,p-Chlorobenzoyl Chloride,122-01-0,,,19.9,6.7,5.1,127.1,,,,halogenated,,,p-chlorobenzoyl chloride,p-Chlorobenzoyl Chloride,p-Chlorobenzoyl Chloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Chlorobenzoyl Chloride
p-Chloronitrobenzene,p-Chloronitrobenzene,100-00-5,,,20.4,9.6,4.2,103.7,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,p-chloronitrobenzene,p-Chloronitrobenzene,p-Chloronitrobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Chloronitrobenzene
p-Chlorostyrene,p-Chlorostyrene,1073-67-2,,,18.7,4.3,3.9,128.3,,,,halogenated,,,p-chlorostyrene,p-Chlorostyrene,p-Chlorostyrene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Chlorostyrene
p-Chlorotoluene,p-Chlorotoluene,106-43-4,,,19.1,6.2,2.6,118.3,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,p-chlorotoluene,p-Chlorotoluene,p-Chlorotoluene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Chlorotoluene
p-Coumaryl Alcohol,p-Coumaryl Alcohol,3690-05-09 00:00:00,,,19.1,7.0,17.3,136.5,,,,alcohol,,,p-coumaryl alcohol,p-Coumaryl Alcohol,p-Coumaryl Alcohol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Coumaryl Alcohol
p-Dichlorobenzene,p-Dichlorobenzene,106-46-7,,,19.7,5.6,2.7,118.6,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,p-dichlorobenzene,p-Dichlorobenzene,p-Dichlorobenzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Dichlorobenzene
p-Diethyl Benzene,p-Diethyl Benzene,105-05-5,,,18.0,0.0,0.6,156.9,,,,aromatic,Benzene and substituted derivatives,,p-diethyl benzene,p-Diethyl Benzene,p-Diethyl Benzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Diethyl Benzene
p-Divinyl Benzene,p-Divinyl Benzene,105-06-6,,,18.6,1.0,7.0,142.8,,,,aromatic,Benzene and substituted derivatives,Styrenes,p-divinyl benzene,p-Divinyl Benzene,p-Divinyl Benzene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Divinyl Benzene
p-Fluoroanisole,p-Fluoroanisole,459-60-9,,,18.7,7.3,6.7,113.2,,,,ether,Phenol ethers,Anisoles,p-fluoroanisole,p-Fluoroanisole,p-Fluoroanisole,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Fluoroanisole
p-n-Butyltoluene,p-n-Butyltoluene,1595-05-7,,,17.4,0.1,1.0,174.2,,,,aromatic,,,p-n-butyltoluene,p-n-Butyltoluene,p-n-Butyltoluene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-n-Butyltoluene
p-Nitro Toluene,p-Nitro Toluene,99-99-0,,,20.1,9.6,3.9,98.5,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,p-nitro toluene,p-Nitro Toluene,p-Nitro Toluene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: p-Nitro Toluene
Paracetamol,Paracetamol,103-90-2,,,17.8,10.5,13.9,151.2,,,,amide,Phenols,1-hydroxy-2-unsubstituted benzenoids,paracetamol,Paracetamol,Paracetamol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Paracetamol
Paraldehyde,Paraldehyde,123-63-7,,,16.6,7.5,7.3,132.4,,,,aldehyde,Trioxanes,,paraldehyde,Paraldehyde,Paraldehyde,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Paraldehyde
"Paraquat 1,1'-Dimethyl-4,4'-","Paraquat 1,1'-Dimethyl-4,4'-",,,,19.5,8.8,5.9,205.7,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: Paraquat 1,1'-Dimethyl-4,4'-"
Pentachloro Ethane,Pentachloro Ethane,76-01-7,,,18.2,3.2,2.4,120.9,,,,halogenated,,,pentachloro ethane,Pentachloro Ethane,Pentachloro Ethane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pentachloro Ethane
Pentachlorocyclopropane,Pentachlorocyclopropane,6262-51-7,,,18.5,10.5,3.7,128.5,,,,halogenated,Organochlorides,,pentachlorocyclopropane,Pentachlorocyclopropane,Pentachlorocyclopropane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pentachlorocyclopropane
Pentachlorophenol,Pentachlorophenol,87-86-5,,,21.5,6.9,12.8,134.7,,,,alcohol,Phenols,Halophenols,pentachlorophenol,Pentachlorophenol,Pentachlorophenol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pentachlorophenol
Pentafluorobenzophenon,Pentafluorobenzophenon,,,,19.3,8.1,5.4,185.5,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Pentafluorobenzophenon
Pentamethylene Sulfid,Pentamethylene Sulfid,,,,18.5,6.3,8.9,103.6,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Pentamethylene Sulfid
Pentanal (Valeraldehyde),Pentanal (Valeraldehyde),110-62-3,,,15.7,9.4,5.8,106.4,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,pentanal (valeraldehyde),Pentanal (Valeraldehyde),Pentanal (Valeraldehyde),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pentanal (Valeraldehyde)
Pentane,Pentane,109-66-0,,,14.5,0.0,0.0,116.2,,,,hydrocarbon,Saturated hydrocarbons,Alkanes,pentane,Pentane,Pentane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pentane
Pentanoic Acid,Pentanoic Acid,109-52-4,,,15.0,4.1,10.3,109.2,,,,acid,Fatty Acyls,Fatty acids and conjugates,pentanoic acid,Pentanoic Acid,Pentanoic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pentanoic Acid
Perfluoro Dimet ylcyclohexane,Perfluoro Dimet ylcyclohexane,,,,12.4,0.0,0.0,217.4,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Perfluoro Dimet ylcyclohexane
Perfluoro Ethylene (Tetrafluoro Ethylene),Perfluoro Ethylene (Tetrafluoro Ethylene),,,,15.1,0.0,0.0,65.8,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Perfluoro Ethylene (Tetrafluoro Ethylene)
Perfluoroheptane,Perfluoroheptane,335-57-9,,,12.0,0.0,0.0,227.3,,,,fluorinated,,,perfluoroheptane,Perfluoroheptane,Perfluoroheptane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Perfluoroheptane
Perfluoromet ylcyclohexane,Perfluoromet ylcyclohexane,,,,12.4,0.0,0.0,196.0,,,,halogenated,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Perfluoromet ylcyclohexane
Phenetole (Ethyl Phenyl Ether),Phenetole (Ethyl Phenyl Ether),103-73-1,,,18.4,4.5,4.0,127.3,,,,ether,Phenol ethers,,phenetole (ethyl phenyl ether),Phenetole (Ethyl Phenyl Ether),Phenetole (Ethyl Phenyl Ether),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phenetole (Ethyl Phenyl Ether)
Phenol,Phenol,108-95-2,,,18.0,5.9,14.9,87.5,,,,alcohol,Phenols,1-hydroxy-4-unsubstituted benzenoids,phenol,Phenol,Phenol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phenol
Phenyl Acetate,Phenyl Acetate,122-79-2,,,19.8,5.2,6.4,126.9,,,,ester,Phenol esters,,phenyl acetate,Phenyl Acetate,Phenyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phenyl Acetate
Phenyl Acetonitrile,Phenyl Acetonitrile,140-29-4,,,19.5,12.3,3.8,114.9,,,,nitrile,,,phenyl acetonitrile,Phenyl Acetonitrile,Phenyl Acetonitrile; MeCN; ACN,MeCN; ACN,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phenyl Acetonitrile
Phenyl Acetylene,Phenyl Acetylene,536-74-3,,,18.8,2.8,4.0,109.1,,,,aromatic,,,phenyl acetylene,Phenyl Acetylene,Phenyl Acetylene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phenyl Acetylene
Phenylhydrazine,Phenylhydrazine,100-63-0,,,20.4,6.5,14.0,98.5,,,,amine,Benzene and substituted derivatives,Phenylhydrazines,phenylhydrazine,Phenylhydrazine,Phenylhydrazine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phenylhydrazine
Phosgene,Phosgene,75-44-5,,,16.4,5.3,5.3,71.7,,,,hydrocarbon,Halogen organides,Halogen oxides,phosgene,Phosgene,Phosgene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phosgene
Phosphoric Acid,Phosphoric Acid,7664-38-2,,,14.7,18.6,26.8,52.8,,,,inorganic,Non-metal oxoanionic compounds,Non-metal phosphates,phosphoric acid,Phosphoric Acid,Phosphoric Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phosphoric Acid
Phosphorous Oxychloride (Phosphoryl,Phosphorous Oxychloride (Phosphoryl,,,,18.1,9.3,0.0,93.2,,,,other,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Phosphorous Oxychloride (Phosphoryl
Phosphorus Trichloride,Phosphorus Trichloride,,,,18.4,3.6,0.0,87.3,,,,halogenated,,,phosphorus trichloride,Phosphorus Trichloride,Phosphorus Trichloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phosphorus Trichloride
Phthalic Anhydride,Phthalic Anhydride,85-44-9,,,20.6,20.1,10.1,96.8,,,,ester,Benzofurans,Benzofuranones,phthalic anhydride,Phthalic Anhydride,Phthalic Anhydride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Phthalic Anhydride
"Picric Acid (2,4,6-Trinitrophenol)","Picric Acid (2,4,6-Trinitrophenol)",88-89-1,,,19.2,7.0,6.0,130.0,,,,alcohol,Phenols,Nitrophenols,"picric acid (2,4,6-trinitrophenol)","Picric Acid (2,4,6-Trinitrophenol)","Picric Acid (2,4,6-Trinitrophenol)",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Picric Acid (2,4,6-Trinitrophenol)"
Pine Oil,Pine Oil,8006-88-0,,,15.6,3.0,9.8,155.0,,,,terpene,,,pine oil,Pine Oil,Pine Oil,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pine Oil
Piperazine,Piperazine,110-85-0,,,18.1,5.6,8.0,97.9,,,,amine,Diazinanes,Piperazines,piperazine,Piperazine,Piperazine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Piperazine
Piperidine,Piperidine,110-89-4,,,17.6,4.5,8.9,98.9,,,,amine,Piperidines,,piperidine,Piperidine,Piperidine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Piperidine
Propane,Propane,74-98-6,,,13.4,0.0,0.0,89.5,,,,hydrocarbon,,,propane,Propane,Propane,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propane
Propargyl Acetate,Propargyl Acetate,627-09-8,,,16.3,5.2,8.3,98.8,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,propargyl acetate,Propargyl Acetate,Propargyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propargyl Acetate
Propargylaldehyde,Propargylaldehyde,624-67-9,,,16.2,11.9,8.7,60.0,,,,aldehyde,,,propargylaldehyde,Propargylaldehyde,Propargylaldehyde,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propargylaldehyde
Propionaldehyde,Propionaldehyde,123-38-6,,,15.3,11.1,6.9,73.4,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,propionaldehyde,Propionaldehyde,Propionaldehyde,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propionaldehyde
"Propionaldehyde-2,3-Epoxy","Propionaldehyde-2,3-Epoxy",,,,17.5,13.4,9.8,63.2,,,,aldehyde,,,,,,,,0.7,1,hsp_polymers_6,,"[CAS] PubChem CID not found for: Propionaldehyde-2,3-Epoxy"
Propionamide,Propionamide,79-05-0,,,16.7,9.8,11.5,78.9,,,,amide,Carboxylic acids and derivatives,Carboxylic acid derivatives,propionamide,Propionamide,Propionamide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propionamide
Propionic Acid,Propionic Acid,79-09-4,,,14.7,5.3,12.4,75.0,,,,acid,Carboxylic acids and derivatives,Carboxylic acids,propionic acid,Propionic Acid,Propionic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propionic Acid
Propionic Anhydride,Propionic Anhydride,123-62-6,,,16.2,10.0,8.7,129.4,,,,ester,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,propionic anhydride,Propionic Anhydride,Propionic Anhydride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propionic Anhydride
Propionitrile,Propionitrile,107-12-0,,,15.3,14.3,5.5,70.9,,,,nitrile,Organonitrogen compounds,Organic cyanides,propionitrile,Propionitrile,Propionitrile,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propionitrile
Propionylchloride,Propionylchloride,79-03-8,,,16.1,10.3,5.3,86.9,,,,halogenated,Acyl halides,Acyl chlorides,propionylchloride,Propionylchloride,Propionylchloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propionylchloride
Propyl Amine,Propyl Amine,107-10-8,,,16.9,4.9,8.6,83.0,,,,amine,Organonitrogen compounds,Amines,propyl amine,Propyl Amine,Propyl Amine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propyl Amine
Propyl Chloride,Propyl Chloride,540-54-5,,,16.0,7.8,2.0,88.1,,,,halogenated,,,propyl chloride,Propyl Chloride,Propyl Chloride,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propyl Chloride
Propyl Formate,Propyl Formate,110-74-7,,,15.5,7.1,8.6,97.9,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,propyl formate,Propyl Formate,Propyl Formate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propyl Formate
Propyl Methacrylate,Propyl Methacrylate,2210-28-8,,,15.5,6.3,6.6,158.8,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,propyl methacrylate,Propyl Methacrylate,Propyl Methacrylate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propyl Methacrylate
Propylene,Propylene,115-07-1,,,15.1,1.6,1.5,68.8,,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,propylene,Propylene,Propylene,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propylene
Propylene Carbonate,Propylene Carbonate,108-32-7,,,20.0,18.0,4.1,85.0,,,,ester,,,propylene carbonate,Propylene Carbonate,Propylene Carbonate; PC,PC,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propylene Carbonate
Propylene Chlorohydrin,Propylene Chlorohydrin,127-00-4,,,16.8,9.8,15.3,85.4,,,,halogenated,,,propylene chlorohydrin,Propylene Chlorohydrin,Propylene Chlorohydrin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propylene Chlorohydrin
Propylene Glycol,Propylene Glycol,57-55-6,,,16.8,9.4,23.3,73.6,,,,glycol,,,propylene glycol,Propylene Glycol,Propylene Glycol; PG,PG,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propylene Glycol
Propylene Glycol Mono-t-Butyl Ether,Propylene Glycol Mono-t-Butyl Ether,57018-52-7,,,15.3,6.1,10.8,151.6,,,,glycol ether,Organooxygen compounds,Alcohols and polyols,propylene glycol mono-t-butyl ether,Propylene Glycol Mono-t-Butyl Ether,Propylene Glycol Mono-t-Butyl Ether,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propylene Glycol Mono-t-Butyl Ether
Propylene Glycol Monob utyl Ether,Propylene Glycol Monob utyl Ether,,,,15.3,4.5,9.2,132.0,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monob utyl Ether
Propylene Glycol Monoeth yl Ether,Propylene Glycol Monoeth yl Ether,,,,15.7,6.5,10.5,115.6,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monoeth yl Ether
Propylene Glycol Monoeth yl Ether,Propylene Glycol Monoeth yl Ether,,,,15.6,4.3,9.0,155.1,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monoeth yl Ether
Propylene Glycol Monoisob utyl Ether,Propylene Glycol Monoisob utyl Ether,,,,15.1,4.7,9.8,132.2,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monoisob utyl Ether
Propylene Glycol Monoisoprop yl Ether,Propylene Glycol Monoisoprop yl Ether,,,,15.5,6.1,11.0,134.6,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monoisoprop yl Ether
Propylene Glycol Monometh yl Ether,Propylene Glycol Monometh yl Ether,,,,15.6,6.3,11.6,93.8,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monometh yl Ether
Propylene Glycol Monometh yl Ether,Propylene Glycol Monometh yl Ether,,,,15.6,5.6,9.8,137.1,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monometh yl Ether
Propylene Glycol Monophen yl Ether,Propylene Glycol Monophen yl Ether,,,,17.4,5.3,11.5,143.2,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monophen yl Ether
Propylene Glycol Monoprop yl Ether,Propylene Glycol Monoprop yl Ether,,,,15.8,7.0,9.2,130.3,,,,alcohol,,,,,,,,0.7,1,hsp_polymers_6,,[CAS] PubChem CID not found for: Propylene Glycol Monoprop yl Ether
Propylene Imine (2-Methyl Aziridine),Propylene Imine (2-Methyl Aziridine),75-55-8,,,18.1,8.4,6.5,71.2,,,,amine,,,propylene imine (2-methyl aziridine),Propylene Imine (2-Methyl Aziridine),Propylene Imine (2-Methyl Aziridine),,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propylene Imine (2-Methyl Aziridine)
Propylene Oxide,Propylene Oxide,75-56-9,,,15.2,8.6,6.7,67.6,,,,ether,Epoxides,,propylene oxide,Propylene Oxide,Propylene Oxide,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propylene Oxide
Propynonitrile,Propynonitrile,1070-71-9,,,15.5,17.0,6.3,62.5,,,,nitrile,Organonitrogen compounds,Organic cyanides,propynonitrile,Propynonitrile,Propynonitrile,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Propynonitrile
Pulegone,Pulegone,89-82-7,,,17.5,8.9,5.5,162.9,,,,terpene,Prenol lipids,Monoterpenoids,pulegone,Pulegone,Pulegone,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pulegone
Pyrazole,Pyrazole,288-13-1,,,20.2,10.4,12.4,68.1,,,,heterocyclic,Azoles,Pyrazoles,pyrazole,Pyrazole,Pyrazole,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pyrazole
Pyridazine,Pyridazine,289-80-5,,,20.2,17.4,11.7,72.6,,,,heterocyclic,Diazines,Pyridazines and derivatives,pyridazine,Pyridazine,Pyridazine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pyridazine
Pyridine,Pyridine,110-86-1,,,19.0,8.8,5.9,80.9,,,,amine,Pyridines and derivatives,,pyridine,Pyridine,Pyridine; py,py,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pyridine
"Pyrogallol (1,2,3-Trihydroxybenzene)","Pyrogallol (1,2,3-Trihydroxybenzene)",87-66-1,,,20.7,10.7,21.1,87.0,,,,aromatic,Phenols,Benzenetriols and derivatives,"pyrogallol (1,2,3-trihydroxybenzene)","Pyrogallol (1,2,3-Trihydroxybenzene)","Pyrogallol (1,2,3-Trihydroxybenzene)",,,0.7,1,hsp_polymers_6,,"[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pyrogallol (1,2,3-Trihydroxybenzene)"
Pyrrole,Pyrrole,109-97-7,,,19.2,7.4,6.7,69.2,,,,heterocyclic,,,pyrrole,Pyrrole,Pyrrole,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pyrrole
Pyrrolidine,Pyrrolidine,123-75-1,,,17.9,6.5,7.4,83.5,,,,amine,Pyrrolidines,,pyrrolidine,Pyrrolidine,Pyrrolidine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pyrrolidine
Pyruvonitrile,Pyruvonitrile,631-57-2,,,15.9,18.9,8.0,70.9,,,,nitrile,Organooxygen compounds,Carbonyl compounds,pyruvonitrile,Pyruvonitrile,Pyruvonitrile,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Pyruvonitrile
Quinine,Quinine,130-95-0,,,19.0,6.6,11.0,310.7,,,,heterocyclic,,,quinine,Quinine,Quinine,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Quinine
Quinoline,Quinoline,91-22-5,,,19.8,5.6,5.7,118.0,,,,heterocyclic,Quinolines and derivatives,,quinoline,Quinoline,Quinoline,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Quinoline
Saccharin,Saccharin,81-07-2,,,21.0,13.9,8.8,206.8,,,,alcohol,Benzothiazoles,,saccharin,Saccharin,Saccharin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Saccharin
Salicylaldehyde,Salicylaldehyde,90-02-8,,,19.4,10.7,14.7,104.6,,,,aldehyde,,,salicylaldehyde,Salicylaldehyde,Salicylaldehyde,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Salicylaldehyde
Salicylic Acid,Salicylic Acid,69-72-7,,,19.4,10.1,17.4,95.7,,,,acid,Benzene and substituted derivatives,Benzoic acids and derivatives,salicylic acid,Salicylic Acid,Salicylic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Salicylic Acid
Sebacic Acid,Sebacic Acid,111-20-6,,,17.1,7.1,11.7,167.6,,,,acid,Fatty Acyls,Fatty acids and conjugates,sebacic acid,Sebacic Acid,Sebacic Acid,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Sebacic Acid
Sec-Butyl Acetate,Sec-Butyl Acetate,105-46-4,,,15.0,3.7,7.6,133.6,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,sec-butyl acetate,sec-Butyl Acetate,sec-Butyl Acetate,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Sec-Butyl Acetate
Serotonin,Serotonin,50-67-9,,,18.0,8.2,14.4,144.4,,,,other,,,serotonin,Serotonin,Serotonin,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Serotonin
Sinapyl Alcohol,Sinapyl Alcohol,537-33-7,,,19.2,7.3,16.1,194.6,,,,alcohol,Phenols,Methoxyphenols,sinapyl alcohol,Sinapyl Alcohol,Sinapyl Alcohol,,,0.7,1,hsp_polymers_6,,[REF] matched hsp_solvents_2 | [CAS] PubChem CID not found for: Sinapyl Alcohol
